scene_id,im_id,obj_id,IoU
50,660,5,0.938861769258245
50,662,5,0.9355088891540388
50,671,5,0.9291040359805894
50,681,5,0.9318992225404805
50,682,5,0.9294007818425812
50,701,5,0.9338324917290615
50,712,5,0.9160934568813598
50,721,5,0.9059957650729967
50,722,5,0.9073705179282868
50,735,5,0.8985200845665962
50,737,5,0.8985257720865167
50,751,5,0.8979100967448821
50,757,5,0.8932089984721564
50,769,5,0.892892220211941
50,923,5,0.9276763504951424
50,1026,5,0.9254789107464995
50,1044,5,0.9238791298029662
50,1052,5,0.9345437576888813
50,1058,5,0.9330700390739884
50,1066,5,0.9239763665661281
50,1077,5,0.9425562667767913
50,1094,5,0.9343314191960623
50,1098,5,0.9303588194472793
50,1105,5,0.9331469551476844
50,1113,5,0.9362800451685755
50,1125,5,0.9356636674894498
50,1130,5,0.9363910012674271
50,1145,5,0.9346843335931411
50,1150,5,0.9371748077968471
50,1169,5,0.934154300365162
50,1189,5,0.9432379459035672
50,1192,5,0.943711728685822
50,1209,5,0.0
50,1216,5,0.0
50,1242,5,0.0
50,1246,5,0.0
50,1263,5,0.0
50,1266,5,0.0
50,1280,5,0.0
50,1284,5,0.0
50,1324,5,0.0
50,1480,5,0.0
50,1542,5,0.0
50,1564,5,0.0
50,1592,5,0.0
50,1593,5,0.0
50,1613,5,0.0
50,1629,5,0.0
50,1656,5,0.0
50,1658,5,0.9342154851136887
50,1669,5,0.9423220044653932
50,1678,5,0.9469008517054485
50,1695,5,0.9346050126903553
50,1708,5,0.9426203999066366
50,1711,5,0.9404500019296824
50,1713,5,0.9300019146084626
50,1714,5,0.9250438897794061
50,1718,5,0.9294135429262395
50,1719,5,0.9362008254136533
50,1733,5,0.9518564310067064
50,1743,5,0.9196758916679
50,1745,5,0.9292996948723673
50,1756,5,0.9380002212960572
50,1778,5,0.9288154269972452
50,1782,5,0.9343585622443016
50,1874,5,0.936266116915336
50,620,10,0.9278642149929278
50,623,10,0.9012861736334405
50,629,10,0.9071694105151354
50,633,10,0.927641408751334
50,640,10,0.8999058675870725
50,642,10,0.9261538461538461
50,644,10,0.9189473684210526
50,651,10,0.9374736842105263
50,653,10,0.940996733747761
50,660,10,0.9187017001545595
50,662,10,0.9321822342417309
50,671,10,0.9331885406970731
50,681,10,0.9316326530612244
50,682,10,0.9312697281335913
50,701,10,0.937809187279152
50,712,10,0.9303184586203455
50,721,10,0.9278014044110375
50,722,10,0.9344424638542286
50,735,10,0.9196298100340965
50,737,10,0.9302166699199688
50,751,10,0.9268104031712269
50,757,10,0.9267638036809815
50,769,10,0.930952380952381
50,923,10,0.9361791345186179
50,1026,10,0.9472720335749714
50,1044,10,0.9326440398591443
50,1052,10,0.9527476635514018
50,1058,10,0.9554730983302412
50,1066,10,0.9488794492456423
50,1077,10,0.8882336422353272
50,1094,10,0.9555075593952483
50,1098,10,0.9530913785683546
50,1105,10,0.9576651699807569
50,1113,10,0.9517961747476886
50,1125,10,0.9533910131174993
50,1130,10,0.9573374096720401
50,1145,10,0.9590619214153466
50,1150,10,0.955347374179431
50,1169,10,0.9561777655476059
50,1189,10,0.933605720122574
50,1192,10,0.9297422294769775
50,1209,10,0.9402233115468409
50,1216,10,0.9546606396822136
50,1242,10,0.948896787606465
50,1246,10,0.9631150299522111
50,1263,10,0.9665795994909919
50,1266,10,0.9638466139429787
50,1280,10,0.9680410995463037
